algorithm,problem,seed,best_f,feasible,max_violation,evals,walltime_s,notes,x_0,x_1,x_2,x_3
cmaes,photo_wf3,42,0.2297439077862426,False,0.0972639521654477,37,0.021605899994028732,no feasible point found across full history,0.018580426386514293,0.5455985104745951,0.1178419372190318,0.41524307808530647
cmaes,photo_wf3,43,0.28000648513248183,False,0.5486853408896413,37,0.032082700010505505,no feasible point found across full history,0.895783352694433,0.185339810884541,0.11295716091619717,0.35460501639446995
cmaes,photo_wf3,44,0.17843088851435882,False,0.10018706614876072,37,0.02416790000279434,no feasible point found across full history,0.017810713714007054,0.5092255035907078,0.5107141881580801,0.06243666068596557
cmaes,photo_wf3,45,0.15840510395371235,False,0.07225186040058262,37,0.024339199997484684,no feasible point found across full history,0.002959420604655002,0.17838267936189306,0.4622069206194118,0.28419911901345746
cmaes,photo_wf3,46,0.26916416934833387,False,0.2839495251139321,37,0.024149200005922467,no feasible point found across full history,0.448826866282465,0.3189259901165704,0.21148693998070212,0.30470972873419466
cmaes,photo_wf3,47,0.15636343756190096,False,0.10883770291987682,37,0.020409899996593595,no feasible point found across full history,0.020042132150056645,0.10442042111762628,0.5245074237301026,0.45986772592209113
cmaes,photo_wf3,48,0.1866490114755085,False,0.013505067591291997,37,0.028214799996931106,no feasible point found across full history,0.00779311244243072,0.3410693701905503,0.32281682297221637,0.3148156268035108
cmaes,photo_wf3,49,0.23538725671235522,False,0.09235961764973188,37,0.04833239999425132,no feasible point found across full history,0.5846445983447947,0.04626756792004767,0.299663130829002,0.16178432055588754
cmaes,photo_wf3,50,0.2265374792144349,False,0.1275757813266668,37,0.048511400003917515,no feasible point found across full history,0.0609777648534789,0.20333474955526976,0.09392995166415193,0.5141817526004326
cmaes,photo_wf3,51,0.18472325153599925,False,0.13931180314724023,37,0.027870900012203492,no feasible point found across full history,0.103668322759607,0.2590681539331083,0.33347593932277064,0.1644757808372739
cmaes,photo_wf3,52,0.16465962418900312,False,0.011127215645521105,37,0.030779799999436364,no feasible point found across full history,0.07698560169385248,0.25182325273719397,0.46345224824630493,0.2188661129681698
cmaes,photo_wf3,53,0.19990883691347888,False,0.3949203216697432,37,0.019701099998201244,no feasible point found across full history,0.4770758456958084,0.23659413720984257,0.5396089967622765,0.14164134200181572
cmaes,photo_wf3,54,0.2530113851192938,False,0.3170944274251959,37,0.027915599988773465,no feasible point found across full history,0.34258133418008685,0.1897407829750991,0.14922532049800805,0.0013581349216100552
cmaes,photo_wf3,55,0.250158388007873,False,0.21368831593932436,37,0.018711299999267794,no feasible point found across full history,0.21182672774105255,0.7424963221776463,0.0012225149918522282,0.25814275102877327
cmaes,photo_wf3,56,0.1862760223398703,False,0.03313508059248593,37,0.02846780000254512,no feasible point found across full history,8.257319275704737e-06,0.4652983821774833,0.39418150804756014,0.10737677186319483
cmaes,photo_wf3,57,0.2601680767427036,False,0.10369631547041003,37,0.031500299999606796,no feasible point found across full history,0.5107837276393756,0.007867316923218563,0.0223942651229353,0.5626510057848807
