algorithm,problem,seed,best_f,feasible,max_violation,evals,walltime_s,x_0,x_1,x_2,x_3,notes
idc_default,photo_wf3,0,0.0447857976,True,0,40000,0.078196,0.180810228,0.700450361,0.116902195,0.00183718128,
idc_default,photo_wf3,1,0.0535697043,True,0,40000,0.0798737,0.0747279152,0.123379663,0.111547522,0.69034487,
idc_default,photo_wf3,2,0.0447870344,True,0,40000,0.0762771,0.0589718558,0.0751208737,0.86345768,0.00244964706,
idc_default,photo_wf3,3,0.044785291,True,0,40000,0.0770518,0.176485091,0.702012956,0.119213514,0.00228842115,
idc_default,photo_wf3,4,0.0535693169,True,0,40000,0.0719556,0.0746365413,0.1239122,0.111410633,0.690040588,
idc_default,photo_wf3,5,0.0535716265,True,0,40000,0.0764113,0.0747078881,0.125070646,0.111352526,0.688868999,
idc_default,photo_wf3,6,0.0447852612,True,0,40000,0.075287,0.156664565,0.73007226,0.111975342,0.00128783402,
idc_default,photo_wf3,7,0.0535696745,True,0,40000,0.136729,0.0749601796,0.123522468,0.111207955,0.690309346,
idc_default,photo_wf3,8,0.0447855145,True,0,40000,0.0797933,0.183915406,0.700824559,0.113871798,0.00138825737,
idc_default,photo_wf3,9,0.0447848439,True,0,40000,0.0771877,0.183581293,0.707573831,0.106792033,0.0020528154,
idc_default,photo_wf3,10,0.044785291,True,0,40000,0.0560225,0.0641169846,0.0445491038,0.878903449,0.0124304472,
idc_default,photo_wf3,11,0.0447854847,True,0,40000,0.0360284,0.101530552,0.046153836,0.84482199,0.00749363657,
idc_default,photo_wf3,12,0.0447854847,True,0,40000,0.0725549,0.172734335,0.703558087,0.121899553,0.00180799712,
idc_default,photo_wf3,13,0.0447853059,True,0,40000,0.0742638,0.0946649462,0.0591964237,0.838420868,0.00771775329,
idc_default,photo_wf3,14,0.0447853655,True,0,40000,0.0653864,0.184698626,0.702273369,0.111624002,0.00140402454,
idc_default,photo_wf3,15,0.044785291,True,0,40000,0.0640213,0.162265792,0.73716861,0.0978806168,0.00268497667,
idc_default,photo_wf3,16,0.0447853059,True,0,40000,0.0667925,0.182357013,0.704874396,0.110401735,0.00236685155,
idc_default,photo_wf3,17,0.04478544,True,0,40000,0.0711346,0.0840027407,0.0313443579,0.868312359,0.0163405444,
idc_default,photo_wf3,18,0.0535700917,True,0,40000,0.061083,0.0742563084,0.123408735,0.11129225,0.691042721,
idc_default,photo_wf3,19,0.0535713732,True,0,40000,0.0624591,0.0751293972,0.124211714,0.111224912,0.689433932,
idc_default,photo_wf3,20,0.0535703152,True,0,40000,0.0646838,0.0744932517,0.124530695,0.111158997,0.689817011,
