measured,predicted
0.166168198,0.123964608
0.189511344,0.159786612
0.143016577,0.207023874
0.149240956,0.121348381
0.127239138,0.132951662
0.231601283,0.182769716
0.247195974,0.179652154
0.215654999,0.158449322
0.225042537,0.182225958
0.158079833,0.239564165
0.135622159,0.129500747
0.260709465,0.174761951
0.225178465,0.187733829
0.162411198,0.260307074
0.147590563,0.148208782
0.240573376,0.199495122
0.241683677,0.193744257
0.192759246,0.151513904
0.201250792,0.198087946
0.166938022,0.164144546
0.191031113,0.185736164
0.193610758,0.186021015
0.183702782,0.18776691
0.158594698,0.19080469
0.136878788,0.17611593
0.151840955,0.21692729
0.167896554,0.21047017
0.132960021,0.210759193
0.0907642394,0.15344879
0.0899135694,0.146373093
0.0907546654,0.141388729
0.121607654,0.188245699
0.325242102,0.237666667
0.31692493,0.243480593
0.131222859,0.185476512
0.165200993,0.185476512
0.189755157,0.240019128
0.182709694,0.22976689
0.181543738,0.195232734
0.172946006,0.180329606
0.133171812,0.143368989
0.104097255,0.185040101
0.115562417,0.16223675
0.101466522,0.148608431
0.118649602,0.1784565
0.128458098,0.205016986
0.0984957665,0.152814925
0.133831456,0.187651291
0.140491754,0.2159428
0.177014604,0.190863401
0.185758784,0.191182479
0.201375484,0.196211666
0.220648855,0.199831679
0.173039272,0.214469478
0.214945614,0.205255017
0.184629723,0.220368713
0.184646025,0.215483189
0.187912673,0.220675945
0.179392412,0.216880649
0.192175418,0.231587797
0.198711544,0.238527417
0.184445143,0.224245161
0.153892726,0.217923865
0.197050706,0.217582151
0.146999955,0.18363528
0.122123986,0.138003588
0.140968502,0.166066334
0.186079621,0.209042355
0.208625332,0.206057578
0.144980118,0.194777846
0.104231626,0.137961194
0.105415128,0.138688833
0.228597477,0.18885307
0.191509426,0.18885307
0.121877819,0.176559463
0.16025582,0.204535037
0.12986429,0.191541478
0.110148676,0.192026556
0.161746368,0.221694991
0.160322338,0.204852864
0.205624327,0.20388867
0.210770145,0.203434497
0.213655993,0.221256435
0.213590041,0.218662336
0.194525361,0.227186084
0.231992587,0.231590852
0.231892839,0.225497976
0.218614832,0.223991573
0.222633928,0.227560312
0.220749885,0.233774409
0.234654531,0.232557267
0.282926112,0.275983244
0.205188274,0.230922818
0.337694734,0.286919564
0.174225152,0.240455613
0.238785788,0.249319911
0.333056301,0.285977244
0.362341881,0.276766568
0.248137116,0.265061885
0.172341406,0.221679345
0.167645842,0.176655501
0.187225491,0.209359199
0.15548262,0.211899415
0.126095951,0.154554784
0.191589877,0.220663384
0.188969404,0.223364159
0.150766671,0.150749058
0.178306669,0.195596963
0.121538781,0.169887811
0.169462606,0.188638702
0.137750179,0.199454531
0.149888441,0.215021685
0.101192132,0.148936212
0.153713614,0.196045265
0.0972397625,0.144962847
0.113706566,0.169977009
0.168236628,0.199878767
0.173595399,0.20552887
0.116127752,0.192010134
0.36149165,0.15511705
0.1535061,0.208979636
0.175833955,0.224247605
0.0785312504,0.154228628
0.359693766,0.277087897
0.192215368,0.166526154
0.396164507,0.294304729
0.233661309,0.161432743
0.263610125,0.232008561
0.270487666,0.236822158
0.278169483,0.245383978
0.241915837,0.240722805
0.402840525,0.257797152
0.246067837,0.252434492
0.228685558,0.252182156
0.197392106,0.244898766
0.443259507,0.29157418
0.311279267,0.272037566
0.299932539,0.255280048
0.224207714,0.234186321
0.184598699,0.255280048
0.187986925,0.203742445
0.151040807,0.177104592
0.230059564,0.224144608
0.51875484,0.268110186
0.24957484,0.149080575
0.0707800314,0.157752514
0.261057526,0.178943411
0.202546567,0.192998037
0.193840116,0.247297794
0.122663319,0.21678929
0.173813388,0.179327831
0.26686278,0.249980688
0.317726493,0.295541495
0.328966081,0.278365225
0.284425437,0.281084836
0.36072439,0.290428609
0.301235259,0.280872524
0.342628568,0.279294729
0.18686147,0.276889354
0.200076759,0.273396969
0.267480373,0.282696366
0.333531529,0.27506417
0.304412305,0.265309036
0.224041492,0.231265768
0.273090869,0.248525932
0.229693368,0.244297534
0.156955928,0.177678555
0.321077764,0.244297534
0.223456055,0.238969922
0.115195617,0.164886236
0.152589262,0.18341291
0.197420165,0.221659631
0.267762333,0.199133515
0.114348613,0.1530554
0.108082302,0.211640492
0.0452839136,0.150669292
0.240299508,0.2127143
0.217542693,0.208646938
0.168412402,0.204227418
0.211658731,0.211631492
0.115438521,0.152957201
0.0397450365,0.176280499
0.0962260887,0.214956045
0.142063126,0.209655732
0.0969721079,0.16857408
0.304487079,0.280004203
0.312432736,0.286564052
0.211348057,0.297530502
0.285427421,0.30342865
0.256890655,0.296240419
0.242655441,0.296240419
0.497768313,0.307642996
0.385391116,0.307470441
0.3645477,0.294669807
0.311583608,0.294701636
0.336879164,0.309226692
0.330080271,0.298166394
0.288211703,0.294787318
0.328178555,0.280013978
0.381739259,0.304256916
0.328519225,0.301661193
0.348510444,0.285725743
0.332720518,0.297121763
0.43957305,0.28004989
0.329198927,0.257515162
0.135556236,0.237003028
0.313479275,0.255458355
0.382225633,0.238696471
0.280693799,0.210046098
0.348679155,0.168316141
0.397893995,0.193499684
0.401334018,0.20606409
0.373117894,0.246155351
0.332322538,0.152852252
0.281353951,0.168462515
0.176589191,0.161691338
0.286606312,0.318108141
0.329893589,0.320836186
0.315347612,0.323650956
0.237019658,0.323361844
0.274292231,0.316157341
0.163019776,0.284203798
0.343626291,0.305654377
0.168905437,0.228311509
0.302583247,0.26727742
0.162415609,0.184175804
0.267058671,0.191213459
0.206303433,0.184586942
0.191163465,0.160559744
0.183600038,0.232239485
0.148432299,0.163550496
0.143923268,0.187280282
0.179409012,0.212679848
0.126142219,0.180017903
0.210036084,0.199713558
0.155263677,0.192022681
0.166410729,0.177040935
0.17839852,0.15840137
0.222739115,0.207506493
0.209732637,0.221817523
0.364465773,0.335360765
0.2477469,0.344094872
0.225241661,0.3408795
0.249721348,0.312016785
0.365838528,0.336186618
0.185888499,0.281358898
0.303168923,0.276091486
0.243102089,0.21268037
0.30420059,0.238857716
0.304427505,0.220577165
0.233320802,0.180173174
0.140445098,0.197487637
0.173388198,0.214986548
0.155913532,0.210369736
0.169136435,0.212278232
0.136992604,0.15946205
0.118736394,0.152471259
0.194456413,0.204005539
0.144534186,0.217471421
0.173155084,0.233239695
0.218721241,0.254578859
0.20758903,0.238252461
0.201880217,0.153707772
0.224212274,0.178003147
0.197317094,0.153707772
0.29170382,0.177011728
0.288598806,0.20627746
0.270105988,0.220298931
0.367664099,0.354076803
0.333122015,0.345971704
0.32828477,0.355215222
0.371382117,0.366143763
0.376159072,0.361911416
0.28338486,0.360970765
0.380612522,0.366951227
0.239250615,0.349963367
0.201684415,0.311998278
0.29239291,0.296900928
0.230981082,0.312075466
0.402686,0.316533506
0.355406523,0.283669353
0.233925223,0.211287796
0.270223916,0.219403699
0.26868394,0.219364166
0.315998822,0.234213203
0.284307301,0.221123964
0.104143642,0.158421978
0.199269861,0.231636435
0.138937637,0.195753604
0.155732855,0.195753604
0.146594524,0.150746793
0.143927544,0.161286518
0.153737918,0.190913379
0.194210663,0.205472529
0.150249392,0.148264363
0.175115079,0.187927112
0.185537979,0.15072906
0.348631829,0.377124608
0.354958981,0.38095659
0.323511064,0.34632802
0.296263307,0.344005585
0.380801916,0.366836369
0.345358908,0.360898912
0.271451384,0.258771837
0.110472925,0.170940161
0.163018107,0.204595819
0.187791243,0.20080471
0.139639542,0.227845922
0.165235087,0.153069079
0.187379614,0.171990499
0.191724151,0.196649656
0.201283842,0.190520316
0.23547031,0.216619805
0.188695848,0.221835896
0.270858556,0.39739567
0.303100854,0.391988397
0.309236318,0.384018302
0.29427582,0.384441853
0.256453931,0.345794201
0.351708353,0.346110851
0.272981346,0.294313133
0.168295324,0.269122779
0.24083893,0.204736978
0.28796041,0.246972978
0.153865531,0.169144779
0.168517157,0.182062328
0.256086826,0.196546465
0.1642344,0.173026279
0.1694379,0.193472758
0.137033954,0.145214051
0.160864249,0.156391382
0.241820559,0.179788589
0.169678703,0.170073092
0.242331684,0.194038123
0.369700402,0.415195167
0.395327568,0.404171765
0.282820463,0.302221954
0.282540143,0.275279433
0.105475567,0.163072169
0.107787102,0.202290818
0.154894978,0.203561842
0.267917901,0.205291972
0.173110306,0.185988128
0.150418088,0.175159767
0.123004802,0.141601115
0.125143096,0.165772632
0.14929755,0.164859146
0.143564939,0.209066257
0.187574118,0.17990388
0.188225389,0.16500406
0.22122927,0.196863905
0.180213109,0.157955781
0.37248683,0.436960429
0.408448309,0.408432424
0.309640855,0.357029259
0.200447068,0.254097998
0.339177758,0.247242987
0.188369125,0.184690535
0.121884979,0.185727805
0.100136608,0.152132422
0.130887806,0.158437625
0.166492313,0.188239425
0.122045919,0.191353783
0.165298462,0.189532548
0.194757119,0.18571116
0.146187097,0.140234843
0.188449591,0.1887604
0.225161225,0.17462106
0.222956762,0.184615865
