algorithm,problem,seed,best_f,feasible,max_violation,evals,walltime_s,notes,x_0,x_1,x_2,x_3
cmaes,photo_wf3,42,0.22864784821506984,False,0.0972639521654477,37,0.03682349999144208,no feasible point found across full history,0.018580426386514293,0.5455985104745951,0.1178419372190318,0.41524307808530647
cmaes,photo_wf3,43,0.216606687416496,False,0.5486853408896413,37,0.03772150000440888,no feasible point found across full history,0.895783352694433,0.185339810884541,0.11295716091619717,0.35460501639446995
cmaes,photo_wf3,44,0.22139896578317017,False,0.10018706614876072,37,0.0391072000056738,no feasible point found across full history,0.017810713714007054,0.5092255035907078,0.5107141881580801,0.06243666068596557
cmaes,photo_wf3,45,0.23546189933966463,False,0.07225186040058262,37,0.040503199998056516,no feasible point found across full history,0.002959420604655002,0.17838267936189306,0.4622069206194118,0.28419911901345746
cmaes,photo_wf3,46,0.20899868875873975,False,0.2839495251139321,37,0.036804000003030524,no feasible point found across full history,0.448826866282465,0.3189259901165704,0.21148693998070212,0.30470972873419466
cmaes,photo_wf3,47,0.25342044572331496,False,0.10883770291987682,37,0.033215500006917864,no feasible point found across full history,0.020042132150056645,0.10442042111762628,0.5245074237301026,0.45986772592209113
cmaes,photo_wf3,48,0.2366693759114591,False,0.013505067591291997,37,0.03547680001065601,no feasible point found across full history,0.00779311244243072,0.3410693701905503,0.32281682297221637,0.3148156268035108
cmaes,photo_wf3,49,0.20715223150163725,False,0.09235961764973188,37,0.031721199993626215,no feasible point found across full history,0.5846445983447947,0.04626756792004767,0.299663130829002,0.16178432055588754
cmaes,photo_wf3,50,0.23034768137629452,False,0.1275757813266668,37,0.037072100007208064,no feasible point found across full history,0.0609777648534789,0.20333474955526976,0.09392995166415193,0.5141817526004326
cmaes,photo_wf3,51,0.22419308913000938,False,0.13931180314724023,37,0.03552530000160914,no feasible point found across full history,0.103668322759607,0.2590681539331083,0.33347593932277064,0.1644757808372739
cmaes,photo_wf3,52,0.2293450278505072,False,0.011127215645521105,37,0.03512380000029225,no feasible point found across full history,0.07698560169385248,0.25182325273719397,0.46345224824630493,0.2188661129681698
cmaes,photo_wf3,53,0.21702044592456204,False,0.3949203216697432,37,0.03352690000610892,no feasible point found across full history,0.4770758456958084,0.23659413720984257,0.5396089967622765,0.14164134200181572
cmaes,photo_wf3,54,0.19356559492255104,False,0.3170944274251959,37,0.032134599998244084,no feasible point found across full history,0.34258133418008685,0.1897407829750991,0.14922532049800805,0.0013581349216100552
cmaes,photo_wf3,55,0.20639139329877648,False,0.21368831593932436,37,0.03578920000290964,no feasible point found across full history,0.21182672774105255,0.7424963221776463,0.0012225149918522282,0.25814275102877327
cmaes,photo_wf3,56,0.21822067794681915,False,0.03313508059248593,37,0.03434220000053756,no feasible point found across full history,8.257319275704737e-06,0.4652983821774833,0.39418150804756014,0.10737677186319483
