algorithm,problem,seed,best_f,feasible,max_violation,evals,walltime_s,notes,x_0,x_1,x_2,x_3
cmaes,photo_wf3,42,0.16701806225404833,False,0.0972639521654477,37,0.03722130000824109,no feasible point found across full history,0.018580426386514293,0.5455985104745951,0.1178419372190318,0.41524307808530647
cmaes,photo_wf3,43,0.19965236231948713,False,0.5486853408896413,37,0.029162100006942637,no feasible point found across full history,0.895783352694433,0.185339810884541,0.11295716091619717,0.35460501639446995
cmaes,photo_wf3,44,0.17021827268858913,False,0.10018706614876072,37,0.036031900002853945,no feasible point found across full history,0.017810713714007054,0.5092255035907078,0.5107141881580801,0.06243666068596557
cmaes,photo_wf3,45,0.19116141653506336,False,0.07225186040058262,37,0.03670799999963492,no feasible point found across full history,0.002959420604655002,0.17838267936189306,0.4622069206194118,0.28419911901345746
cmaes,photo_wf3,46,0.18811211947236714,False,0.2839495251139321,37,0.03153930000553373,no feasible point found across full history,0.448826866282465,0.3189259901165704,0.21148693998070212,0.30470972873419466
cmaes,photo_wf3,47,0.20103825581817475,False,0.10883770291987682,37,0.02128850000735838,no feasible point found across full history,0.020042132150056645,0.10442042111762628,0.5245074237301026,0.45986772592209113
cmaes,photo_wf3,48,0.18064443703896427,False,0.013505067591291997,37,0.028079000010620803,no feasible point found across full history,0.00779311244243072,0.3410693701905503,0.32281682297221637,0.3148156268035108
cmaes,photo_wf3,49,0.20277695807552454,False,0.09235961764973188,37,0.035303600001498125,no feasible point found across full history,0.5846445983447947,0.04626756792004767,0.299663130829002,0.16178432055588754
cmaes,photo_wf3,50,0.19362874164250496,False,0.1275757813266668,37,0.03611220000311732,no feasible point found across full history,0.0609777648534789,0.20333474955526976,0.09392995166415193,0.5141817526004326
cmaes,photo_wf3,51,0.18134809680558847,False,0.13931180314724023,37,0.027520100004039705,no feasible point found across full history,0.103668322759607,0.2590681539331083,0.33347593932277064,0.1644757808372739
cmaes,photo_wf3,52,0.18668379543664404,False,0.011127215645521105,37,0.0339832000026945,no feasible point found across full history,0.07698560169385248,0.25182325273719397,0.46345224824630493,0.2188661129681698
cmaes,photo_wf3,53,0.19634479134455543,False,0.3949203216697432,37,0.018751499999780208,no feasible point found across full history,0.4770758456958084,0.23659413720984257,0.5396089967622765,0.14164134200181572
cmaes,photo_wf3,54,0.18004219997953555,False,0.3170944274251959,37,0.031957400002283975,no feasible point found across full history,0.34258133418008685,0.1897407829750991,0.14922532049800805,0.0013581349216100552
cmaes,photo_wf3,55,0.15717116254660482,False,0.21368831593932436,37,0.025641800006269477,no feasible point found across full history,0.21182672774105255,0.7424963221776463,0.0012225149918522282,0.25814275102877327
cmaes,photo_wf3,56,0.16765080836376978,False,0.03313508059248593,37,0.0235848000011174,no feasible point found across full history,8.257319275704737e-06,0.4652983821774833,0.39418150804756014,0.10737677186319483
cmaes,photo_wf3,57,0.20618872135575939,False,0.10369631547041003,37,0.03583889998844825,no feasible point found across full history,0.5107837276393756,0.007867316923218563,0.0223942651229353,0.5626510057848807
cmaes,photo_wf3,58,0.19385064971820412,False,0.5784648911413321,37,0.035474800009978935,no feasible point found across full history,0.020691741637850498,0.01769252823645178,0.2979045858125935,0.08524625317177215
cmaes,photo_wf3,59,0.19181415836989205,False,0.005263586951435695,37,0.030683699995279312,no feasible point found across full history,0.527802694217775,0.19035682919715144,0.060778786585911106,0.21579810304772667
