algorithm,problem,seed,best_f,feasible,max_violation,evals,walltime_s,notes,x_0,x_1,x_2,x_3
cmaes,photo_wf3,42,-0.0011811099690754445,False,0.0972639521654477,37,0.044021499998052604,no feasible point found across full history,0.018580426386514293,0.5455985104745951,0.1178419372190318,0.41524307808530647
cmaes,photo_wf3,43,0.1360437214305585,False,0.5486853408896413,37,0.041712899997946806,no feasible point found across full history,0.895783352694433,0.185339810884541,0.11295716091619717,0.35460501639446995
cmaes,photo_wf3,44,0.23695696717656492,False,0.10018706614876072,37,0.04325149999931455,no feasible point found across full history,0.017810713714007054,0.5092255035907078,0.5107141881580801,0.06243666068596557
cmaes,photo_wf3,45,0.34184383462021617,False,0.07225186040058262,37,0.04094959999201819,no feasible point found across full history,0.002959420604655002,0.17838267936189306,0.4622069206194118,0.28419911901345746
cmaes,photo_wf3,46,0.1246898091383422,False,0.2839495251139321,37,0.04106490001140628,no feasible point found across full history,0.448826866282465,0.3189259901165704,0.21148693998070212,0.30470972873419466
cmaes,photo_wf3,47,0.37933986332178166,False,0.10883770291987682,37,0.045291000002180226,no feasible point found across full history,0.020042132150056645,0.10442042111762628,0.5245074237301026,0.45986772592209113
cmaes,photo_wf3,48,0.2097136365122311,False,0.013505067591291997,37,0.04144270000688266,no feasible point found across full history,0.00779311244243072,0.3410693701905503,0.32281682297221637,0.3148156268035108
cmaes,photo_wf3,49,0.3432686156647582,False,0.09235961764973188,37,0.03974459999881219,no feasible point found across full history,0.5846445983447947,0.04626756792004767,0.299663130829002,0.16178432055588754
cmaes,photo_wf3,50,0.11958521222177661,False,0.1275757813266668,37,0.03810730000259355,no feasible point found across full history,0.0609777648534789,0.20333474955526976,0.09392995166415193,0.5141817526004326
cmaes,photo_wf3,51,0.2699347687160951,False,0.13931180314724023,37,0.039035099995089695,no feasible point found across full history,0.103668322759607,0.2590681539331083,0.33347593932277064,0.1644757808372739
cmaes,photo_wf3,52,0.3205621313835745,False,0.011127215645521105,37,0.04376920001232065,no feasible point found across full history,0.07698560169385248,0.25182325273719397,0.46345224824630493,0.2188661129681698
de,photo_wf3,42,0.09586904949558184,False,3.563963803410175e-06,40000,16.558850500005065,no feasible point found across full history,0.1972382365122364,0.31010117232320983,0.15466815453747385,0.33798887266327654
de,photo_wf3,43,0.35783124145889916,False,1.2227967876254908e-05,40000,15.345976700002211,no feasible point found across full history,0.43454915581673814,0.03796758551784018,0.3238031163585183,0.20369237027477974
de,photo_wf3,44,0.14368979386122505,True,7.713210885551547e-07,40000,15.950350400002208,,0.32549070775679045,0.3913190486208278,0.24128470584841605,0.04190630909505427
de,photo_wf3,45,-0.011093182945656782,False,2.4210818734271555e-06,40000,15.930358500001603,no feasible point found across full history,0.282850087100446,0.5996716802231445,0.10671310220656957,0.01076270938796646
de,photo_wf3,46,0.0959547423747158,False,2.5651330923803783e-06,40000,16.95561780000571,no feasible point found across full history,0.22006859987376876,0.4798272396263151,0.23681612406349486,0.06329060156951363
de,photo_wf3,47,0.02311391793809417,False,3.4708985439113604e-06,40000,15.664487499991083,no feasible point found across full history,0.32351186657592607,0.38343852852289995,0.007654065397453988,0.2853990104022639
de,photo_wf3,48,0.1838761407496428,True,9.139112349121348e-07,40000,17.061424700004864,,0.00021574296371642957,0.07980736983677136,0.019488116009027723,0.9004896851017195
de,photo_wf3,49,0.38087370078942884,True,5.491933268153559e-07,40000,17.373852899996564,,0.04853086642182092,0.132293336421152,0.6879737731089808,0.13120257324137313
